Date,Location,nursultan,almaty,Latitude,Longitude,Number of Protesters,Number of Arrests,Type,protest_type,Issue 1,issue1,Issue 2,issue2,Issue 3,issue3,Groups Linked,Groups Linked 2,groups_linked,Target 1,Target 2,Target Type,target_type,Response 1,response1,Response 2,response2,Source,Source Type,Description
26 April 2020,Almaty,0,1,43.215807,76.85503,10,0,Rally,Rally,Covid-19,Covid-19,Human Rights,Human Rights,,,,,0,Police,,Law Enforcement,Justice System,Monitoring,Cautious,,,https://www.youtube.com/watch?v=wIkQDJWNnNM,ACLED,"Tenants in Almaty protested to demand that their building remain open during coronavirus lockdown, citing a lack of cases among residents."
23 April 2020,Ust-Kamenogorsk,0,0,49.959,82.605843,30,0,Confrontation,Violent,Covid-19,Covid-19,Income,Livelihood,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://tengrinews.kz/news/na-usloviya-rabotyi-pojalovalis-taksistyi-ust-kamenogorska-399897/,Online Search,Taxi drivers in Ust-Kamenogorsk demanded that they be allowed to continue working during the coronavirus lockdown.
19 April 2020,Tengiz,0,0,46.162734,53.40695,30,0,Riot,Violent,Covid-19,Covid-19,Extractive Industries,Environment & Resource Extraction,Labor,Livelihood,,,0,Tengiz Oil,,Business,Local Non-Gov Actor,Force,Violent,,,https://www.youtube.com/watch?v=t0u9raPniXU,ACLED,Oil workers protested at Tengiz after authorities decided to quarantine workers to restrict the spread of Covid-19.
17 April 2020,Dossor,0,0,47.523595,52.979186,50,0,Rally,Rally,Covid-19,Covid-19,,,,,,,0,Local Government,,Local Government,Local Government,Unknown,Neutral,,,https://www.youtube.com/watch?v=bjJXzkZHqzI,ACLED,Protesters in Dossor gathered to oppose a government decision to quarantine coronavirus patients in their village.
17 April 2020,Shymkent,0,0,42.32121,69.582964,20,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Nur Otan,,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/30561497.html,Online Search,Women protested outside the ruling Nur-Otan Party's local office in Shymkent over lack of support during the coronavirus emergency and demanded social assistance from the Kazakh government.
16 April 2020,Aktau,0,0,43.631534,51.183569,30,0,Rally,Rally,Covid-19,Covid-19,Income,Livelihood,,,,,0,Department of Health,,Local Government,Local Government,Promise,Constructive,,,https://www.lada.kz/aktau_news/society/79041-rabotniki-skoroy-pomoschi-aktau-pozhalovalis-na-otsutstvie-vyplat-za-rabotu-vo-vremya-pandemii.html,ACLED,Medical personnel protested at the ambulance station in Aktau demanding full wages including pay raise which were announced by the president of Kazakhstan to support medics during the coronavirus quarantine. Protesters complained they have yet to receive the promised raise.
16 April 2020,Karabutak,0,0,49.957015,60.109117,30,0,Rally,Rally,Covid-19,Covid-19,,,,,,,0,Local Government,,Local Government,Local Government,Unknown,Neutral,,,https://www.youtube.com/watch?v=TrDReQ3qdlM,ACLED,Residents of Karabutak protested against the authorities' plan to use a local closed medical facility for treatment of patients with coronavirus.
16 April 2020,Shymkent,0,0,42.32121,69.582964,20,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://rus.azattyq.org/a/30561497.html,Online Search,Women protested outside the ruling Nur-Otan Party's local office in Shymkent demanding support for socially vulnerable groups amid Covid-19 lockdowns.
14 April 2020,Almaty,0,1,43.235594,76.910881,30,0,Rally,Rally,Covid-19,Covid-19,,,,,,,0,Department of Health,,Local Government,Local Government,Promise,Constructive,,,https://informburo.kz/stati/nas-kinuli-pod-tanki-istoriya-massovogo-zarazheniya-vrachey-v-almatinskoy-bolnice.html,ACLED,Medical personnel in Almaty protested to have their chief-doctor reinstated at the Central Clinical Hospital after he resigned amid the coronavirus emergency.
14 April 2020,Kostanay,0,0,53.219855,63.641077,20,0,Confrontation,Violent,Covid-19,Covid-19,Income,Livelihood,,,,,0,Local Government,,Local Government,Local Government,Promise,Constructive,Monitoring,Cautious,https://www.ng.kz/modules/news/article.php?storyid=38325,ACLED,Shop owners in Kostanay protested against the closure of businesses amid the coronavirus.
13 April 2020,Kyzylorda,0,0,44.843411,65.500015,40,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Dispersal,Cautious,Arrests,Violent,https://rus.azattyq.org/a/30550901.html,Online Search,"Women protested outside the ruling Nur-Otan Party's office in Kyzylorda, demanding social assistance to pay for households with large families and single mothers during the coronavirus emergency."
13 April 2020,Semey,0,0,50.382503,80.494588,20,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Semey Bus Company,,Business,Local Non-Gov Actor,Meeting,Constructive,,,http://semeyainasy.kz/%D0%B2-%D1%81%D0%B5%D0%BC%D0%B5%D0%B5-%D0%B8%D0%B7-%D0%B7%D0%B0-%D0%B2%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%BD%D1%8B%D1%85-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D0%BD%D0%B8%D0%B9-%D1%80%D0%B0/,ACLED,Bus company employees in Semey protested to demand back pay for salaries lost during the Covid-19 lockdowns.
12 April 2020,Kushmurun,0,0,52.447595,64.625009,50,0,Strike,Disruptive,Income,Livelihood,,,,,,,0,Asmadin Railroad Project,,Business,Local Non-Gov Actor,Promise,Constructive,,,https://news.myseldon.com/ru/news/index/227730395,ACLED,"Workers of the Asmadin Project Railroad Service Company protested outside the company's warehouse in Kushmurun, demanding several months back pay. Protesters complained they have no money to pay for food."
11 April 2020,Atyrau,0,0,47.091412,51.873968,30,0,Strike,Disruptive,Covid-19,Covid-19,Income,Livelihood,,,,,0,Hospital,,Local Government,Local Government,Monitoring,Cautious,,,https://www.youtube.com/watch?v=XY6_c_SrnTo,ACLED,Medical personnel in Atyrau protested against a government decision to quarantine their hospital.
10 April 2020,Aktobe,0,0,50.308651,57.148442,500,0,Rally,Rally,Covid-19,Covid-19,Income,Livelihood,,,,,0,Department of Health,,Local Government,Local Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30546537.html,Online Search,Ambulance workers in Aktobe held a rally after they reportedly failed to receive additional pay for work during the state of emergency. About 50 employees gathered at the city ambulance station.
10 April 2020,Aktobe,0,0,50.298635,57.146133,50,0,Rally,Rally,Covid-19,Covid-19,Income,Livelihood,,,,,0,Department of Health,,Local Government,Local Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30546537.html,Online Search,Ambulance workers in Aktobe held a rally after they reportedly failed to receive additional pay for work during the coronavirus emergency. About 50 employees gathered at the city ambulance station.
10 April 2020,Kyzylorda,0,0,44.843411,65.500015,20,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Dispersal,Cautious,,,https://rus.azattyq.org/a/30545768.html,Online Search,Residents of Kyzylorda demanded stimulus for socially vulnerable groups amid the coronavirus emergency.
9 April 2020,Kushmurun,0,0,52.447595,64.625009,50,0,Strike,Disruptive,Income,Livelihood,,,,,,,0,Asmadin Railroad Project,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.ng.kz/modules/news/article.php?numberid=0&storyid=38295,ACLED,Workers in Kushmurun demanded back pay for labor conducted on the Asmadin Project Railroad Service.
7 April 2020,Inderbor,0,0,48.56389,51.746022,10,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,Monitoring,Cautious,https://azh.kz/ru/news/view/66916,ACLED,Farmers in Atyrau protested to demand that local authorities invest in water irrigation infrastructure.
7 April 2020,Shakhtinsk,0,0,49.703023,72.599565,5,0,Rally,Rally,Covid-19,Covid-19,Income,Livelihood,,,,,0,Local Government,,Local Government,Local Government,Unknown,Neutral,,,https://www.youtube.com/watch?v=h2nSiWBEAWM,ACLED,Taxi drives in Shakhtinsk demanded the right to continue working amid the Covid-19 lockdowns.
2 April 2020,Shamalgan,0,0,43.189995,76.535843,50,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://rus.azattyq.org/a/kazakhstan-almaty-region-villagers-ask-local-authorities-for-help/30525918.html,Online Search,Protesters gathered outside the local administration's office in the town of Shamalgan demanding social aid and food assistance during the coronavirus emergency. Protesters expressed their frustration with the slow pace of aid delivery to the most vulnerable.
1 April 2020,Kyzylorda,0,0,44.835221,65.504715,5,1,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Regional Government,,Local Government,Local Government,Arrests,Violent,,,https://rus.azattyq.org/a/30522528.html,Online Search,Several women protested outside the regional administration's office in Kyzylorda demanding social assistance amid Covid-19 lockdowns.
30 March 2020,Kazaly,0,0,45.763932,62.099931,30,0,Confrontation,Violent,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Nur Otan,,Local Government,Local Government,Monitoring,Cautious,,,https://www.youtube.com/watch?v=qSUftcNuMuI,ACLED,Women protesters gathered outside the ruling Nur-Otan Party's local office in Kazaly demanding food assistance from the government during the coronavirus emergency.
30 March 2020,Shymkent,0,0,42.319174,69.590972,70,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Promise,Constructive,,,https://rus.azattyq.org/a/30517703.html,Online Search,Women protesters demonstrated outside the city administration's office in Shymkent city demanding food assistance to socially vulnerable households during the coronavirus emergency. Protesters complained the city administration is too slow to provide relief to families in need.
29 March 2020,Shymkent,0,0,42.313964,69.588888,10,0,Confrontation,Violent,Covid-19,Covid-19,,,,,,,0,Ortalyk Qyry bazaar,,Business,Local Non-Gov Actor,Promise,Constructive,,,https://www.youtube.com/watch?v=usXvg1lb0mM,ACLED,"Locals in Shymkent protested against the sale of coronavirus face masks, demanding they be provided free of charge. Sellers were forced to retreat after a brief confrontation with protesters."
28 March 2020,Makhambet,0,0,47.679133,51.586843,20,0,Rally,Rally,Covid-19,Covid-19,,,,,,,0,Department of Health,,Local Government,Local Government,Meeting,Constructive,,,https://azh.kz/ru/news/view/66545,ACLED,Residents of Makhambet protested against plans for a quarantine facility in the area.
26 March 2020,Kyzylorda,0,0,44.843168,65.500126,30,0,Confrontation,Violent,Covid-19,Covid-19,Welfare,Government Services,Food,Other,,,0,Nur Otan,,Local Government,Local Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/30512876.html,Online Search,Residents of Kyzylorda demanded food assistance amid coronavirus lockdowns.
25 March 2020,Nur-Sultan (Astana),1,0,51.129045,71.426915,10,0,Rally,Rally,Covid-19,Covid-19,Welfare,Government Services,,,,,0,National Government,,National Government,National Government,Unknown,Neutral,,,https://www.youtube.com/watch?v=ccoGAbZreaM,ACLED,Women activists protested in Nur-Sultan (Astana) demanding that Kazakh authorities provide financial support to households hit by the coronavirus quarantine in the country.
24 March 2020,Grodikovo,0,0,42.791143,71.503449,30,0,Rally,Rally,Covid-19,Covid-19,Income,Livelihood,International Politics,Other,,,0,Border Service,,Law Enforcement,Justice System,Nothing,Neutral,,,https://kaktus.media/doc/408939_vlasti_kazahstana_ne_propyskaut_fyry_s_prodyktami_v_kyrgyzstan.html,ACLED,Kyrgyz truck drivers protested in Grodikovo after Kazakh authorities closed the border during the coronavirus emergency.
21 March 2020,Pavlodar,0,0,52.286215,76.967708,60,0,Rally,Rally,Income,Livelihood,,,,,,,0,Arthur Market,,Business,Local Non-Gov Actor,Promise,Constructive,Monitoring,Cautious,https://inbusiness.kz/ru/news/v-pavlodare-arendatory-butikov-organizovali-akciyu-protesta,ACLED,Retail shop owners protested at the Arthur shopping plaza in Pavlodar demanding that rent be frozen during the coronavirus lockdown.
12 March 2020,Almaty,0,1,43.212962,76.843599,15,0,Rally,Rally,Repression,Justice,Financial Sector,Finance,,,Party of the Street,Democratic Choice of Kazakhstan,1,Police,,Law Enforcement,Justice System,Penalty,Violent,,,https://rus.azattyq.org/a/30483895.html,Online Search,"A group of protesters gathered outside the local police department claiming that their bank accounts had been blocked. According to bank statements, the accounts were blocked at the request of a police investigator. One of the protesters, activist Zhasaral Kuanyshalin, linked the blocking of his account with his recent broadcasts for the Democratic Choice of Kazakhstan movement. According to the activists, at least 18 accounts were blocked."
12 March 2020,Almaty,0,1,43.210056,76.843129,10,0,Rally,Rally,Repression,Justice,Financial Sector,Finance,,,Democratic Choice of Kazakhstan,,1,Police,,Law Enforcement,Justice System,Meeting,Constructive,,,https://rus.azattyq.org/a/30483895.html,Online Search,Activists in Almaty protested against police-initiated freezes on their bank accounts.
8 March 2020,Almaty,0,1,43.249765,76.945533,200,0,March,Non-Violent,Gender Issues,Human Rights,,,,,Feminita,Femagora,1,National Government,,National Government,National Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/30475742.html,Online Search,At least 200 women marched through the Arbat neighborhood in Almaty demanding criminal penalties for domestic violence and the adoption of a law on sexual harassment.
5 March 2020,Almaty,0,1,43.305621,76.923177,40,0,Sit-In,Non-Violent,Corruption,Finance,,,,,,,0,Nur Otan,President's Office,National Government,National Government,Meeting,Constructive,Dispersal,Cautious,https://rus.azattyq.org/a/30469710.html,Online Search,Activists in Almaty gathered to call for the resignation of former President Nursultan Nazarbayev.
3 March 2020,Shymkent,0,0,42.282425,69.576549,10,0,Rally,Rally,Political Prisoners,Justice,,,,,Party of the Street,,1,National Government,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30466555.html,ACLED,"In Shymkent, about a dozen activists gathered at the gates of a temporary detention center to call for the release of political prisoners."
3 March 2020,Uralsk,0,0,51.204201,51.371127,3,0,Rally,Rally,Political Prisoners,Justice,,,,,Mukhtar Jakishev,,1,National Government,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30466460.html,Online Search,"In Uralsk, three people went to Abay Square on March 3, calling for the release of those convicted on politically motivated charges from prison, and an end to the persecution of activists in Kazakhstan."
1 March 2020,Aktobe,0,0,50.287925,57.18892,50,0,Rally,Rally,Income,Livelihood,,,,,,,0,Ministry of Internal Affairs,,National Government,National Government,Unknown,Neutral,,,https://www.currenttime.tv/a/kazakhstan-dulat-protests/30462482.html,ACLED,Car owners in Aktobe gathered to protest against new vehicle registration rules.
1 March 2020,Aktobe,0,0,50.287304,57.231164,15,10,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,https://rus.azattyq.org/a/30462473.html,Online Search,"In the city of Aktobe on March 1, police detained around a dozen people who had gathered near the building of the regional governor. The police also detained a man who came out to the central avenue of Abilkayir Khan and shouted the slogan: ""Old man, go away!"" (a popular opposition slogan calling for the departure of Nursultan Nazarbayev from politics)."
1 March 2020,Aktobe,0,0,50.300302,57.154367,20,10,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Oyan Kazakhstan,Respublika,1,Police,,Law Enforcement,Justice System,Arrests,Violent,,,https://rus.azattyq.org/a/kazakhstan-aqtobe-police-detained-protesters/30462318.html,Online Search,Activists in Aktobe protested against government repression after a video of Dulat Agadil’s dead body was posted online.
1 March 2020,Almaty,0,1,43.238353,76.94462,75,45,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30462332.html
https://rus.azattyq.org/a/30463650.html",Online Search,"Potential participants of a March 1 rally were detained in Almaty, Nur-Sultan (Astana), Shymkent, Aktobe and Atyrau. On Sunday evening, human rights defenders and activists said at least 144 people were detained and persecuted on March 1 in connection with the protest rallies organized by “Democratic Choice of Kazakhstan.”"
1 March 2020,Almaty,0,1,43.249523,76.927627,30,0,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Oyan Kazakhstan,Respublika,1,Police,,Law Enforcement,Justice System,Promise,Constructive,,,https://rus.azattyq.org/a/30462655.html,Online Search,Activists protested outside the city police department headquarters in Almaty demanding the release of activists from the Oyan Kazakhstan youth group and other activist groups who were arrested in the morning. Police released detained activists in the early evening.
1 March 2020,Almaty,0,1,43.238471,76.945352,20,20,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,https://www.currenttime.tv/a/kazakhstan-dulat-protests/30462482.html,ACLED,More than 20 activists were detained for an attempted protest against the government at the independence monument in Almaty.
1 March 2020,Atyrau,0,0,47.106698,51.916121,20,20,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,https://www.currenttime.tv/a/kazakhstan-dulat-protests/30462482.html,ACLED,Several activists and rights defenders were detained by police outside the regional administration's office in Atyrau. Police blocked access to the main square in the city after nationwide calls for anti-government demonstrations.
1 March 2020,Nur-Sultan (Astana),1,0,51.179351,71.418051,35,14,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30462332.html
https://rus.azattyq.org/a/30463650.html",Online Search,"Potential participants of a March 1 rally were detained in Almaty, Nur-Sultan (Astana), Shymkent, Aktobe and Atyrau. On Sunday evening, human rights defenders and activists said at least 144 people were detained and persecuted on March 1 in connection with the protest rallies organized by “Democratic Choice of Kazakhstan.”"
1 March 2020,Shymkent,0,0,42.320424,69.591461,35,15,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30462332.html
https://rus.azattyq.org/a/30463650.html",Online Search,"Potential participants of a March 1 rally were detained in Almaty, Nur-Sultan (Astana), Shymkent, Aktobe and Atyrau. On Sunday evening, human rights defenders and activists said at least 144 people were detained and persecuted on March 1 in connection with the protest rallies organized by “Democratic Choice of Kazakhstan.”"
1 March 2020,Shymkent,0,0,42.319174,69.590972,30,15,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Oyan Kazakhstan,Respublika,1,Police,,Law Enforcement,Justice System,Arrests,Violent,,,https://rus.azattyq.org/a/kazakhstan-protests-1-march/30462260.html,Online Search,Anti-government protesters were detained by riot police outside Auezov University in Shymkent.
1 March 2020,Uralsk,0,0,51.204207,51.371127,3,3,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Party of the Street,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,https://rus.azattyq.org/a/30462726.html,Online Search,"Potential participants of a March 1 rally were detained in Almaty, Nur-Sultan (Astana), Shymkent, Aktobe and Atyrau. On Sunday evening, human rights defenders and activists said at least 144 people were detained and persecuted on March 1 in connection with the protest rallies organized by “Democratic Choice of Kazakhstan.”"
1 March 2020,Zhanaozen,0,0,43.348863,52.852787,20,0,Rally,Rally,Human Rights,Human Rights,Repression,Justice,,,Democratic Party of Kazakhstan,,1,National Government,,National Government,National Government,Unknown,Neutral,,,https://www.currenttime.tv/a/kazakhstan-dulat-protests/30462482.html,ACLED,Democratic Party of Kazakhstan activists in Zhanaozen protested against the persecution of their party.
29 February 2020,Almaty,0,1,43.234596,76.944469,15,0,Rally,Rally,Environment,Environment & Resource Extraction,Development,Property & Land,,,,,0,Local Government,,Local Government,Local Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/30461149.html,ACLED,"In Almaty’s Gandhi Park, a protest on urban development and green spaces was held. Several dozen people came to the rally. Activists called for a halt to construction programs which threaten the city’s ecology."
27 February 2020,Aktobe,0,0,50.296109,57.155479,30,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,Dulat Agadyl,Democratic Choice of Kazakhstan,1,Police,,Law Enforcement,Justice System,Monitoring,Cautious,,,https://rus.azattyq.org/a/30457753.html,Online Search,Activists protested outside the Nurdaulet Mosque in Aktobe holding the Kazakh government responsible for Dulat Agadil's death in police custody.
27 February 2020,Almaty,0,1,43.232439,76.943361,50,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,Dulat Agadyl,Democratic Choice of Kazakhstan,1,Police,,Law Enforcement,Justice System,Meeting,Constructive,,,https://rus.azattyq.org/a/30457415.html,Online Search,Protesters gathered in Almaty to demand an explanation for the death of Dulat Agadil in police custody.
27 February 2020,Nur-Sultan (Astana),1,0,51.164062,71.422457,35,20,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,Dulat Agadyl,Democratic Choice of Kazakhstan,1,Police,,Law Enforcement,Justice System,Arrests,Violent,Force,Violent,https://rus.azattyq.org/a/30457569.html,Online Search,"Police detained around 20 people gathered outside the Astana Concert Hall in Nur-Sultan (Astana). The protesters had returned from the funeral of activist Dulat Agadil and demanded an independent commission to investigate the circumstances of his death in a detention center. Special police officers grabbed people, pushing them into buses and cars."
27 February 2020,Uralsk,0,0,51.20412,51.371138,20,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,Dulat Agadyl,Democratic Choice of Kazakhstan,1,Police,,Law Enforcement,Justice System,Monitoring,Cautious,,,https://rus.azattyq.org/a/30457819.html,ACLED,Activists in Uralsk gathered to mourn the death of activist Dulat Agadil in police custody.
26 February 2020,Almaty,0,1,43.232685,76.943336,35,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,Democratic Choice of Kazakhstan,Party of the Street,1,Prosecutor General,Police,Law Enforcement,Justice System,Monitoring,Cautious,,,https://rus.azattyq.org/a/30455756.html,Online Search,Dozens of people gathered in a park next to the city prosecutor’s office. Many of them held a photo of activist Dulat Agadil who died in police custody. The protesters demanded that the prosecutor's office file a protest against a court decision on the arrest of at least 18 people on February 22 after they attended rallies.
26 February 2020,Karaganda,0,0,49.809518,73.084083,15,1,Rally,Rally,Repression,Justice,Human Rights,Human Rights,Justice,Justice,,,0,Law Enforcement,,Law Enforcement,Justice System,Arrests,Violent,Force,Violent,https://rus.azattyq.org/a/30455482.html,Online Search,A group of local residents came out to the square in front of the Palace of Miners to express solidarity with activists from other regions of Kazakhstan demanding a transparent investigation into the circumstances of the death of 43-year-old Dulat Agadil in police custody.
26 February 2020,Uralsk,0,0,51.192671,51.381771,35,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,,,0,Police,,Law Enforcement,Justice System,Monitoring,Cautious,,,https://rus.azattyq.org/a/30455642.html,Online Search,About a dozen people protested in front of the police department after the death of activist Dulat Agadil in police custody.
25 February 2020,Aktobe,0,0,50.288575,57.188562,15,0,Rally,Rally,Human Rights,Human Rights,,,,,,,0,Law Enforcement,Police,Law Enforcement,Justice System,Unknown,Neutral,,,https://rus.azattyq.org/a/well-known-kazakh-activist-aghadil-dies-after-day-in-detention/30453107.html,Online Search,Protesters demonstrated in Aktobe demanding a transparent investigation into the death of Kazakh activist Dulat Agadil in police custody.
25 February 2020,Almaty,0,1,51.158734,71.4802,35,24,Roadblock,Disruptive,Human Rights,Human Rights,,,,,,,0,Law Enforcement,Police,Law Enforcement,Justice System,Arrests,Violent,Force,Violent,https://rus.azattyq.org/a/well-known-kazakh-activist-aghadil-dies-after-day-in-detention/30453107.html,Online Search,"Following the Nur-Sultan (Astana) police department’s February 25 announcement of the death of activist Dulat Agadil in custody, dozens of activists gathered outside the office of the Ministry of Internal Affairs. Many were detained after blocking the adjacent street."
25 February 2020,Nur-Sultan (Astana),1,0,51.15275,71.454809,35,23,Roadblock,Disruptive,Human Rights,Human Rights,,,,,,,0,Law Enforcement,Police,Law Enforcement,Justice System,Arrests,Violent,Force,Violent,"https://rus.azattyq.org/a/30453311.html
https://rus.azattyq.org/a/well-known-kazakh-activist-aghadil-dies-after-day-in-detention/30453107.html",Online Search,"Nur-Sultan (Astana) police announced the death of civil activist Dulat Agadil, a political activist, in their detention center. After the news, dozens of Agadil's supporters gathered outside the building of the Ministry of Internal Affairs, demanding an explanation. Most of those who went to the Ministry of Internal Affairs were detained after blocking the adjacent street."
25 February 2020,Shymkent,0,0,42.319322,69.590894,15,15,Roadblock,Disruptive,Human Rights,Human Rights,,,,,,,0,Law Enforcement,Police,Law Enforcement,Justice System,Arrests,Violent,Force,Violent,https://rus.azattyq.org/a/well-known-kazakh-activist-aghadil-dies-after-day-in-detention/30453107.htmll,Online Search,"Following the Nur-Sultan (Astana) police department’s February 25 announcement of the death of activist Dulat Agadil in custody, dozens of activists gathered outside the office of the Ministry of Internal Affairs. Many were detained after blocking the adjacent street."
24 February 2020,Shymkent,0,0,42.314368,69.606274,6,0,Rally,Rally,Political Prisoners,Justice,Human Rights,Human Rights,,,,,0,Police,,Law Enforcement,Justice System,Nothing,Neutral,,,https://rus.azattyq.org/a/30451351.html,Online Search,Six activists gathered outside the police detention facility in Shymkent to protest the detention of activists detained at a February 22 demonstration.
24 February 2020,Uralsk,0,0,51.204133,51.371138,100,0,March,Non-Violent,Income,Livelihood,,,,,,,0,National Government,,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/30451944.html,Online Search,"Hundreds of cars from Armenia, Kyrgyzstan, and Russia appeared in the central square of Uralsk to draw attention to problems related to registering cars from the countries of the Eurasian Economic Union (EAEU)."
22 February 2020,Aktobe,0,0,50.280259,57.229196,15,10,Rally,Rally,Human Rights,Human Rights,,,,,Democratic Choice of Kazakhstan,,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30448650.html
https://rus.azattyq.org/a/30448601.html
https://rus.azattyq.org/a/kazakhstan-zaderzhania-v-aktobe/30448602.html
https://rus.azattyq.org/a/kazakhstan-protests-22-february/30448430.html",Online Search,"In Aktobe, police detained dozens of arrivals for protests announced by the opposition movement Democratic Choice of Kazakhstan (DCK). In Shymkent’s Independence Park, over 20 people were detained after chanting “Let Nazarbayev leave power!”"
22 February 2020,Almaty,0,1,43.254854,76.943609,150,100,Rally,Rally,Human Rights,Human Rights,,,,,Democratic Party of Kazakhstan,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,Force,Violent,"https://rus.azattyq.org/a/kazakhstan-almaty-rally-reportage-2020-02-22/30448871.html
https://rus.azattyq.org/a/30448601.html
https://rus.azattyq.org/a/kazakhstan-protests-22-february/30448430.html",Online Search,"Police detained over a hundred people at a rally in Almaty. Police cordoned off the square around the perimeter, not even allowing pedestrians to cross."
22 February 2020,Nur-Sultan (Astana),1,0,51.170971,71.428282,75,30,Rally,Rally,Human Rights,Human Rights,Welfare,Government Services,,,Democratic Choice of Kazakhstan,,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30448601.html
https://rus.azattyq.org/a/kazakhstan-Nur-Sultan-dcv-protest/30448883.html
https://rus.azattyq.org/a/kazakhstan-protests-22-february/30448430.html",Online Search,"In Nur-Sultan (Astana), police detained about a hundred people who attended a rally announced by former banker and opposition politician Mukhtar Ablyazov and his Democratic Choice of Kazakhstan (DCK) movement."
22 February 2020,Shymkent,0,0,42.306666,69.599176,35,27,Rally,Rally,Human Rights,Human Rights,,,,,Democratic Choice of Kazakhstan,,1,National Government,,National Government,National Government,Arrests,Violent,,,"https://rus.azattyq.org/a/30448650.html
https://rus.azattyq.org/a/30448601.html
https://rus.azattyq.org/a/kazakhstan-protests-22-february/30448430.html",Online Search,"In Shymkent, police detained dozens of arrivals for protests announced by the opposition movement Democratic Choice of Kazakhstan (DCK). In Shymkent’s Independence Park, over 20 people were detained after chanting “Let Nazarbayev leave power!”"
22 February 2020,Uralsk,0,0,51.219857,51.38914,40,30,Rally,Rally,Human Rights,Human Rights,,,,,Democratic Choice of Kazakhstan,,1,National Government,,National Government,National Government,Arrests,Violent,,,https://www.ng.kz/modules/news/article.php?storyid=37754,ACLED,Activists of the banned Democratic Choice of Kazakhstan were detained in Uralsk for anti-government protests.
